edicao,categoria,titulo,autores,abstract,url
2024: Anais do XVIII Women in Information Technology,Artigos Curtos,Uma História que está só Começando: Primeiros Passos de uma Iniciativa para Aumentar a Representatividade Feminina na Computação,Thalita Maria do Nascimento (UFPR); Mayara L. de F. Neves (UFPR); Heloísa B. Mendes (UFPR); Camilla L. Assolari (UFPR); Clausius D. G. Reis (UFV); Kamila T. Lyra (UFPR); Rachel C. D. Reis (UFPR),,https://sol.sbc.org.br/index.php/wit/article/view/29592
2024: Anais do XVIII Women in Information Technology,Artigos Curtos,Desenvolvendo competências nas áreas STEM por meio de rodas de conversas e oficinas,Clara Freire M. Teixeira (IFRN); Maria Isabel M. Oliveira (IFRN); Maria Laura B. da Silva (IFRN); Alba Sandyra B. L. Campos (IFRN); Karolayne S. de Azevedo (UFRN),,https://sol.sbc.org.br/index.php/wit/article/view/29593
2024: Anais do XVIII Women in Information Technology,Artigos Curtos,Programa de Incentivo a Meninas no Ingresso em Cursos da área de Computação: um Relato de Experiência em Jaboatão dos Guararapes,Viviane Cristina Oliveira Aureliano (IFPE); Maria Eduarda Santana dos Santos (IFPE); Vanessa Carla Pereira da Silva (IFPE); Emmanuele Ribeiro de Mendonça (IFPE),,https://sol.sbc.org.br/index.php/wit/article/view/29594
2024: Anais do XVIII Women in Information Technology,Artigos Curtos,Mulheres em Cargos de Liderança em Tecnologia: Uma Revisão Sistemática,Safyre A. Farao (UFSC); Andréa Sabedra Bordin (UFSC),"Existe uma grande desigualdade de gênero na área de Tecnologia de Informação e Comunicação. Consequentemente, somente algumas mulheres conseguem ocupar cargos de liderança nessa área. A motivação desta pesquisa é investigar as experiências de mulheres que exerceram ou exercem funções de gestão em TIC no Brasil, identificando os desafios enfrentados e as estratégias para lidar com eles. Para isso, foi realizada uma revisão sistemática de literatura, que culminou na análise de 10 trabalhos. O desafio mais identificado nos trabalhos foi a discriminação ou preconceito de gênero. Diversas estratégias de superação de desafios foram mencionadas nos trabalhos, ainda que pouco discutidas.",https://sol.sbc.org.br/index.php/wit/article/view/29595
2024: Anais do XVIII Women in Information Technology,Artigos Curtos,Caminhos Percorridos: Reflexões do Projeto Meninas Digitais Dourados,Valguima Odakura (UFGD),,https://sol.sbc.org.br/index.php/wit/article/view/29596
2024: Anais do XVIII Women in Information Technology,Artigos Curtos,A machine learning examination of women’s leadership effectiveness in software development processes,Sâmara Ahyeska Alves Ferreira (IFTM); Danielli Araújo Lima (IFTM),,https://sol.sbc.org.br/index.php/wit/article/view/29597
2023: Anais do XVII Women in Information Technology,Artigos Completos,¿Cómo incentivar la educación STEM en niñas?: Una revisión de literatura,Kory Ponce (Universidad de Lima); Nadia Rodriguez-Rodriguez (Universidad de Lima); Franci Suni-Lopez (Universidad de Lima),"Around the world, women have a low representation in STEM careers. This phenomenon is puzzling when there is a labor market that increasingly requires professionals from these disciplines. Factors such as gender stereotypes and lack of information about these careers negatively affect girls' interest and motivation in this field. The objective of this article is to carry out a literature review of the various initiatives carried out to encourage STEM education in girls. Bootcamps, workshops, and serious games are the three types of most common initiatives. Of all these, serious games seem to have represented so far, a more effective strategy.",https://sol.sbc.org.br/index.php/wit/article/view/25005
2023: Anais do XVII Women in Information Technology,Artigos Completos,A História da Ada Silva: Livro para Representatividade na Computação,Patrícia Araújo-de-Oliveira (Unifap); Lorena Nunes (Unifap); Maiara Priscila Lima dos Santos (Unifap); Kamila Farias (Unifap); Adrilana Oliveira (Unifap),"A representatividade na Computação é um fator importante para o incentivo ao interesse pela área. Ainda se faz necessário um foco na desconstrução na representatividade desde a infância para que possamos ter mais diversidade na área. Este trabalho apresenta a construção de um livro que conta a história de uma protagonista feminina e negra, da Região Norte do Brasil, comumente colocada como coadjuvante ou ausente nos materiais atualmente encontrados.",https://sol.sbc.org.br/index.php/wit/article/view/25006
2023: Anais do XVII Women in Information Technology,Artigos Completos,A influência do gênero nos cursos de computação na UFES,Rebeca C. de Oliveira (UFES); Lucia Catabriga (UFES); Eliana Zandonade (UFES); Andrea Maria P. Valli (UFES); Maria Claudia S. Boeres (UFES); Camila Z. Aguiar (UFES),"O objetivo deste trabalho é apresentar, analisar e discutir a distribuição dos gêneros nos cursos de Ciência da Computação e Engenharia de Computação da Universidade Federal do Espírito Santo (UFES), com o intuito de investigar a baixa presença feminina atual. Estudos no mundo verificaram que houve uma grande inversão nos gêneros na computação, antes ocupada por mulheres criadoras de várias tecnologias e linguagens de programação. Essa realidade se repete na UFES, sendo mensurada nesse trabalho através dos dados, cedidos pela universidade, dos estudantes ingressantes nos cursos de 1990 a 2022. Na análise quantitativa foram considerados, para cada estudante, o ano de ingresso, a idade, o sexo, o curso e a forma de evasão. Além das análises descritivas, testes estatísticos de qui-quadrado de Pearson foram executados com o intuito de mensurar a influência do gênero na conclusão dos cursos.",https://sol.sbc.org.br/index.php/wit/article/view/25007
2023: Anais do XVII Women in Information Technology,Artigos Completos,Análise da presença feminina no corpo docente e sua relação com o corpo discente feminino nos cursos de TIC,Laís Pisetta Van Vossen (UDESC); Maria Teresa Silva Santos (UDESC); Daniella Martins Vasconcellos (UDESC); Guilherme Tomaselli Borchardt (UDESC); Carlos Daniel Schmitt Bunn (UDESC); Eric Carvalho da Silveira (UDESC); Isabela Gasparini (UDESC); Luciana Bolan Frigo (UFSC),,https://sol.sbc.org.br/index.php/wit/article/view/25008
2023: Anais do XVII Women in Information Technology,Artigos Completos,Análise de Redações sobre Mulheres na Ciência: Uma Perspectiva de Estudantes do Ensino Médio,Kamilly Cristine Gomes (IFMG); Iolanda Agnes D. Ribeiro (IFMG); Cristiane N. Targa (IFMG); Michele A. Brandão (IFMG),,https://sol.sbc.org.br/index.php/wit/article/view/25009
2023: Anais do XVII Women in Information Technology,Artigos Completos,Análise do gênero de pesquisadores em eventos do Congresso da Sociedade Brasileira de Computação,Maria Laura Soares (CEFET/RJ); Anna Paula Silva (CEFET/RJ / Unirio); Érica Carneiro (CEFET/RJ); Luciana Varjolo (CEFET/RJ); Gustavo Guedes (CEFET/RJ),"Segundo dados do IBGE, as mulheres correspondem a 51,03% da população brasileira. Apesar disso, apenas 23% do total de pesquisadores na área de Computação são do gênero feminino. Diversos fatores sociais parecem ser responsáveis por essa lacuna, porém algumas ações que visam atrair mulheres para a área de informática vêm surgindo a fim de mitigar essa questão. Diante dessa disparidade, este estudo tem como objetivo comparar a representatividade de gênero na autoria de artigos publicados em eventos do Congresso da Sociedade Brasileira de Computação (CSBC) nos últimos cinco anos. Os resultados indicam que a autoria de artigos nesses eventos é predominantemente masculina, refletindo a disparidade de gênero presente na área.",https://sol.sbc.org.br/index.php/wit/article/view/25010
2023: Anais do XVII Women in Information Technology,Artigos Completos,Análise e reflexões sobre a diferença de gênero na computação: podemos fazer mais?,Raquel Lopes (UFPB); Beatriz Maciel (UFPB); Dayanny Soares (UFPB); Larrysa Figueiredo (UFPB); Marcus Carvalho (UFPB),"Este artigo apresenta uma análise atualizada da participação das mulheres em cursos superiores de tecnologia no Brasil. Mulheres representam menos de 20% dos estudantes ingressantes e menos de 16% dos graduados em cursos superiores de tecnologia no Brasil (2021). Identificamos cerca de 80 iniciativas que buscam atrair mais mulheres para a área, mas o aumento na representação feminina ainda não é significativo. É necessário uma discussão mais profunda e soluções mais permanentes para o problema.",https://sol.sbc.org.br/index.php/wit/article/view/25011
2023: Anais do XVII Women in Information Technology,Artigos Completos,Aproximando Meninas da Área de STEM com Iniciação a Robótica,Luiza Castilho Ereno (UFSC); Ana Carolina Marcelino (UFSC); Andrea Bordin (UFSC); Luciana B. Frigo (UFSC),,https://sol.sbc.org.br/index.php/wit/article/view/25012
2023: Anais do XVII Women in Information Technology,Artigos Completos,Autopercepção de Meninas do Ensino Básico em Relação às Carreiras de STEM,Aline de Galés Silva (UnB); Renata Muniz Prado (UnB); Mirella M. Moro (UFMG); Aleteia Araujo (UnB),,https://sol.sbc.org.br/index.php/wit/article/view/25013
2023: Anais do XVII Women in Information Technology,Artigos Completos,Despertando o Interesse de Mulheres para os Cursos em STEM,Tainara Silva Novaes (UTFPR); Kathleen Danielly Souza Lins (UTFPR); Adolfo Gustavo S. Seca Neto (UTFPR); Mariangela de Oliveira Gomes Setti (UTFPR); Maria Claudia Figueiredo Pereira Emer (UTFPR),"Este artigo apresenta iniciativas que têm como objetivo promover a participação das mulheres nas áreas de STEM, buscando encorajar mais mulheres a seguirem carreiras nesses campos. O Projeto Emílias - Armação em Bits desenvolve oficinas nas escolas e um podcast, promovendo a interação entre jovens e profissionais da área de computação, além de contribuir para a formação de modelos femininos nesse campo. Os resultados demonstraram que 70,6% das estudantes demonstraram interesse pela computação após participarem das oficinas. Em relação aos ouvintes do podcast, dados do Spotify indicaram que 53% do público se identifica como feminino, 44% como masculino, e 3% não especificaram o gênero, o que mostra que o podcast tem alcançado um público feminino.",https://sol.sbc.org.br/index.php/wit/article/view/25014
2023: Anais do XVII Women in Information Technology,Artigos Completos,Egressas de Cursos de Computação: o quê as influenciou a escolherem um curso na área?,Aline Vieira de Mello (Unipampa); Vanessa Petró (IFRS); Amanda Meincke Melo (Unipampa); Alice Fonseca Finger (Unipampa); Maiara Neri Bustamante Sá (Unipampa),,https://sol.sbc.org.br/index.php/wit/article/view/25015
2023: Anais do XVII Women in Information Technology,Artigos Completos,ELLAS: Uma plataforma de dados abertos com foco em lideranças femininas em STEM no contexto da América Latina,Rita Cristina Galarraga Berardi (UTFPR); Pedro Henrique Stolarski Auceli (UTFPR); Cristiano Maciel (UFMT / California State Polytechnic University); Guillermo Davila (Universidad de Lima); Indira R. Guzman (California State Polytechnic University); Luana Mendes (UFMT / UNISELVA),"Os países da América latina e Caribe sofrem com a sub-representação de mulheres nas áreas de STEM e para resolver esse problema iniciativas, políticas e ações são criadas com frequência por diversos órgãos, sejam eles públicos ou privados. Porém, dados e informações de iniciativas, políticas e ações, não estão abertos, concentrados em algum local e nem sempre estruturados. Para reduzir esse problema e facilitar pesquisas que utilizam dados sobre mulheres em STEM, a rede de pesquisa internacional ELLAS foi criada e executa um projeto. O intuito do projeto é a criação de uma plataforma com tecnologias baseada em Web Semântica para estruturar e concentrar os dados do Brasil, Peru e Bolívia, inicialmente. Assim, esse artigo tem por objetivo apresentar as estratégias adotadas para o desenvolvimento desta plataforma.",https://sol.sbc.org.br/index.php/wit/article/view/25016
2023: Anais do XVII Women in Information Technology,Artigos Completos,"Fatores de Atração, Evasão e Permanência de Mulheres nas Áreas da Computação",Nayara Dias dos Santos (PUCRS); Sabrina Marczak (PUCRS),,https://sol.sbc.org.br/index.php/wit/article/view/25017
2023: Anais do XVII Women in Information Technology,Artigos Completos,Fatores e Dificuldades que Influenciam na Entrada e Permanência das Mulheres na Área de TI,Carla Ilane Moreira Bezerra (UFC); Maria Alice de Souza Macedo (UFC); Kassia Cristina de Sousa Lopes (UFC),,https://sol.sbc.org.br/index.php/wit/article/view/25018
2023: Anais do XVII Women in Information Technology,Artigos Completos,"Investigando a inter-relacão entre gamificação, gênero e IHC feminista: uma revisão sistemática da literatura",Karine Alessandra Córdova (UDESC); Ana Carolina Tomé Klock (Tampere University); Isabela Gasparini (UDESC),"Ao considerar a diversidade como um fator importante no desenvolvimento de soluções tecnológicas, pretende-se através de uma revisão sistemática da literatura, compreender como o gênero e perspectiva da Interacão Humano-Computador (IHC) feminista têm sido levados em conta no desenvolvimento de soluções gamificadas. O processo de revisão foi realizado nas bibliotecas digitais ACM e Web of Science com um total de 242 trabalhos encontrados, e após a aplicação de critérios de inclusão e exclusão, 4 foram analisados e discutidos neste artigo. Os resultados revelam que não há um padrão de incorporação de gênero, porém, o contexto mais comum é o educacional, em que os principais elementos de jogos utilizados são a competição e os desafios.",https://sol.sbc.org.br/index.php/wit/article/view/25019
2023: Anais do XVII Women in Information Technology,Artigos Completos,Investigando o desenvolvimento de soft skills em projetos parceiros do Programa Meninas Digitais: um estudo exploratório,Sofia Bento Desidério (UFC); Maria Rebecca L. Lelis (UFC); Maria Elanne M. Rodrigues (UFC); Francisca Kelen F. dos Santos (UFC); Anna Beatriz Marques (UFC),"Os projetos parceiros do Programa Meninas Digitais (PMD) realizam diversas ações que impactam no desenvolvimento acadêmico e profissional de suas integrantes. Neste contexto, se destacam as habilidades interpessoais ou soft skills. Este trabalho investiga o desenvolvimento de soft skills em alunas e pessoas coordenadoras que participam dos projetos parceiros do PMD. Para coleta dos dados foi conduzido um survey. Uma análise temática foi realizada para identificação de evidências de soft skills desenvolvidas durante a atuação dos respondentes nos projetos. As ações realizadas pelos projetos participantes da pesquisa foram mapeadas. Os resultados mostram que as ações promovidas pelos projetos impactam no desenvolvimento de habilidades como auto direção, comunicação, trabalho em equipe, diversidade e responsabilidade social.",https://sol.sbc.org.br/index.php/wit/article/view/25020
2023: Anais do XVII Women in Information Technology,Artigos Completos,Mapeamento do Perfil das Mulheres Brasileiras em Processamento de Linguagem Natural,Helena Caseli (UFSCar / BPLN); Evelin Amorim (INESC TEC / BPLN); Elisa Terumi Rubel Schneider (PUCPR / BPLN); Leidiana Iza Andrade Freitas (UFC / BPLN); Jéssica Rodrigues (University of Oxford / BPLN); Maria das Graças V. Nunes (USP / BPLN),"Conhecer o perfil das mulheres brasileiras que atuam em Processamento de Linguagem Natural (PLN) é um importante passo para o desenvolvimento de políticas e programas que visem aumentar a inclusão e a diversidade nessa área. Este é o primeiro trabalho realizado no Brasil com este fim. A partir de dados coletados via consulta pública, Lattes e Linkedin, notou-se que o perfil é de uma formação em computação ou linguística, atuando em empresas ou universidades, mas com pouca diversidade étnica e aparente dificuldade em conciliar vida profissional e maternidade. Analisando mais especificamente o grupo “Brasileiras em PLN” constatou-se uma expressiva capacidade de publicação e orientação, mas ainda uma baixa colaboração entre nossas integrantes.",https://sol.sbc.org.br/index.php/wit/article/view/25021
2023: Anais do XVII Women in Information Technology,Artigos Completos,Mentoria acadêmica como aliada à integração de alunas de Computação no ambiente acadêmico,Marina Azevedo Ximenes Teles (UFC); Larissa Santos Saraiva (UFC); Maria Isabele de O. Freires (UFC); Marina da S. Rocha (UFC); Anna Beatriz Marques (UFC),,https://sol.sbc.org.br/index.php/wit/article/view/25022
2023: Anais do XVII Women in Information Technology,Artigos Completos,"Não se nasce mulher na computação, torna-se. Tornam-se juntas! Analisando sete anos de WIT.",Luiz Paulo Carvalho (UFRJ); Silas Lima Filho (UFRJ); Michele A. Brandão (IFMG / UFMG); Jonice Oliveira (UFRJ); Flávia Maria Santoro (UERJ); Mônica Ferreira da Silva (UFRJ),"O CSBC integra a computação brasileira e trata dos rumos da área no país. Em um de seus eventos-base, WIT, questões de gênero e computação se encontram. A análise dos últimos 7 anos de WIT expõe algo raro nos eventos do CSBC: uma quantidade absoluta e proporcional de autoria de mulheres em conformidade com a agenda dialética do evento. WIT apresenta coesão, reincidência e colaboração entre sua comunidade, com predominância de instituições fora da região Sudeste, e publicações onde percebemos a ênfase em educação e na solução de problemas enfrentados pelas brasileiras.",https://sol.sbc.org.br/index.php/wit/article/view/25023
2023: Anais do XVII Women in Information Technology,Artigos Completos,Paridade de Gênero no Ensino Superior em STEM no Brasil: uma análise de 10 anos,Luciana Maria Azevedo Nascimento (UFRJ); Yuri Oliveira de Lima (UFRJ); Carlos Eduardo Barbosa (UFRJ / Marinha do Brasil); Luis Felipe Coimbra Costa (UFRJ); Ana Moura Santos (Universidade de Lisboa); Larissa Galeno (UFRJ); Geraldo Bonorino Xexéo (UFRJ); Jano Moreira de Souza (UFRJ),"Ciência, Tecnologia, Engenharia e Matemática (STEM) são áreas cruciais para o desenvolvimento socioeconômico do Brasil que sofrem com a falta de diversidade. Neste artigo, analisamos a participação feminina no Ensino Superior em STEM de 2010 a 2019 usando a metodologia SAGA da UNESCO. Os resultados mostram que a participação feminina em STEM aumentou de 29,5% para 33,7% no período. Nesse ritmo, levaria 24 anos para atingir o limite mínimo de paridade (45%). Concluímos que, mesmo com mudanças positivas no período, o Ensino Superior em STEM no Brasil ainda apresenta desafios consideráveis de igualdade de gênero que demandam a atenção de diversos atores sociais para melhorarem de forma mais acelerada.",https://sol.sbc.org.br/index.php/wit/article/view/25024
2023: Anais do XVII Women in Information Technology,Artigos Completos,Peg.Ada: Um jogo educacional para abordar a importância da pegada digital no futuro profissional de jovens meninas,Andressa R. Vinhal (UFGD); Valguima V. V. A. Odakura (UFGD),"Este artigo apresenta um jogo educacional com o objetivo de ensinar jovens meninas sobre pegada digital. O jogo tem o propósito de educar as meninas sobre a importância de proteger sua privacidade e segurança online, bem como encorajá-las a serem cidadãs digitais responsáveis. O jogo foi projetado com uma abordagem lúdica e interativa, com desafios que ajudam a manter o interesse das jogadoras. Espera-se que este jogo possa ser útil para educadores, pais e outros profissionais que trabalham com jovens meninas e que desejam ajudá-las a entender melhor sua presença online.",https://sol.sbc.org.br/index.php/wit/article/view/25025
2023: Anais do XVII Women in Information Technology,Artigos Completos,Por mais Mulheres na Ciência e na Tecnologia: ação formativa com abordagem STEAM na Educação Básica,Waleska Gonçalves de Lima (UFMT); Giseli Duardo Maciano (UFMT); Alessandra Ferreira dos Santos (UFMT); Leihge Roselle Rondon Pereira (UFMT); Helena Cristina Dias Magalhães (UFMT); Sabrina Bourscheid Sassi (UFMT); Cristiano Maciel (UFMT); Eunice Pereira dos Santos Nunes (UFMT),"Este artigo descreve o desenvolvimento de ação formativa realizada com estudantes do 9º ano do Ensino Fundamental ao 3º ano do Ensino Médio, em quatro escolas da rede estadual de Mato Grosso. Esta ação é fruto de um projeto que tem como foco a abordagem STEAM na Educação Básica. Os resultados indicam avaliações positivas quanto às atividades desenvolvidas e metodologia utilizada, com dinâmicas, práticas e acolhimento. Entretanto, como melhoria indica-se a ampliação de debate com estudantes, formação continuada para professores, melhores infraestruturas das escolas e suporte da política educacional, de modo a possibilitar práticas STEAM mais ampliadas e integradas à proposta pedagógica das escolas.",https://sol.sbc.org.br/index.php/wit/article/view/25026
2023: Anais do XVII Women in Information Technology,Artigos Completos,Presença digital dos projetos parceiros do Programa Meninas Digitais: proposta estratégica para consolidá-los na internet,Lailla Galeno da Silva (IFMA); Simone Azevedo Bandeira de Melo Aquino (IFMA); Thiago Paiva Freire (IFMA),"A falta de presença digital própria pode prejudicar a visibilidade e o sucesso das organizações. Diante disso, o estudo apresenta uma análise do panorama atual dos projetos parceiros ao Programa Meninas Digitais da Sociedade Brasileira da Computação, com foco na presença digital, e propõe uma estratégia para consolidar esses projetos na internet. Foram realizadas técnicas de coleta de dados e estudos bibliográficos para compreender as necessidades dessas organizações. Observou-se que algumas já possuem websites com informações relevantes ao público, enquanto outras carecem dessa presença online. Para mudar esse cenário, o estudo de caso apresenta um website de um dos projetos parceiros.",https://sol.sbc.org.br/index.php/wit/article/view/25027
2023: Anais do XVII Women in Information Technology,Artigos Completos,Where are the marathon Girls?: An Analysis of Female Representation in the Brazilian ICPC Programming Marathons,Crishna Irion (UFU); Luiz Claudio Theodoro (UFU); Flávio de Oliveira Silva (UFU); João Henrique de Souza Pereira (UFU),"Education motivated the encouragement of female participation in several areas of science and technology. Programming marathons have grown over the years and are events where programmers compete to solve coding challenges. However, despite scientific evidence that there is no intellectual difference between genders, women’s participation is relatively low. This work seeks to understand the reason for this adherence, considering the gender issue in Programming Marathons over the last years, in a real context. This work aims to understand the context of female representativeness in which the intellectual aspects do not differ in gender. Still, there is a considerable discrepancy in female belonging.",https://sol.sbc.org.br/index.php/wit/article/view/25028
2023: Anais do XVII Women in Information Technology,Artigos Completos,Promovendo a Participação Feminina em STEM na Educação Básica: Projeto Meninas!,Andreia Marini (IFPR); Heloise Acco Tives (IFPR); Isa de Fatima Sarda Muler (Colégio Estadual Dom Carlos); Gricel de Oliveira (Colégio Estadual Alto da Glória),,https://sol.sbc.org.br/index.php/wit/article/view/25029
2023: Anais do XVII Women in Information Technology,Artigos Completos,Propuesta de un Juego Serio para Reducir los Estereotipos en Carreras STEM,Alessandra M. Ortega-Arrieta (Universidad de Lima); Guillermo A. Dávila (Universidad de Lima),,https://sol.sbc.org.br/index.php/wit/article/view/25030
2023: Anais do XVII Women in Information Technology,Artigos Completos,Relato de experiência: Imersão Tecnológica para Mulheres,Barbara de Lima (UFAL); Cleyfane Auanny Oliveira Silva (UFAL); Giovanna Almeida Vieira (UFAL); Jucyelle Barros do Nascimento (UFAL); Marcelly Beatriz dos Santos Silva (UFAL); Maria Luiza Correia Oliveira Lima (UFAL); Noemy Roberta de Oliveira Silva (UFAL); Rebeca Oliveira Correia Queiroz (UFAL); Thalia de Oliveira Santos (UFAL); Wemilly Maria Rodrigues Leite de Souza (UFAL); Raquel da Silva Cabral (UFAL),"A representação das mulheres na tecnologia tornou-se uma prioridade em todo o mundo e, com esse intuito, o presente artigo mostra uma iniciativa desenvolvida para pessoas que se identificam como tal, com o objetivo de aumentar as estatísticas de mulheres na área, apresentando noções tecnológicas. A iniciativa, denominada Imersão Tecnológica para Mulheres (ITM), oferece o ensino de dialetos usuais na área e apresenta os grandes feitos de mulheres que deixaram sua marca na tecnologia. Além das várias possibilidades de carreira, como jogos e ciência de dados, também promove a colaboração mútua com dinâmicas interativas. Dessa forma, objetiva inverter a lógica tradicional de que as mulheres devem se adaptar a um ambiente tecnológico dominado por homens.",https://sol.sbc.org.br/index.php/wit/article/view/25031
2023: Anais do XVII Women in Information Technology,Artigos Completos,Um panorama das publicações da SBC sobre a temática Mulheres na Computação,Maria Julia D. M. Nolasco (UFES); Camila Z. Aguiar (UFES); Andrea Maria P. Valli (UFES); Maria Claudia S. Boeres (UFES); Lucia Catabriga (UFES),,https://sol.sbc.org.br/index.php/wit/article/view/25032
2023: Anais do XVII Women in Information Technology,Artigos Completos,Uma plataforma para mulheres na área de tecnologia: prototipação de um site com metodologia de UX Design para compartilhamento de projetos com a ferramenta Figma,Gabriel Vieira Lima (IFMA); Lailla Galeno da Silva (IFMA); Steffane de Oliveira Castro (IFMA); José Vicente Lima Garros (IFMA); Vinicius Schineider Januário Viana (IFMA); Yasmin Milhomem de Oliveira (IFMA); Simone Azevedo Bandeira de Melo Aquino (IFMA); Thiago Paiva Freire (IFMA),"Visando o encorajamento da participação feminina na área de Tecnologia da Informação, este trabalho propõe um protótipo de um site para oferecer um espaço de maior representatividade feminina. Além de buscar promover o interesse de mulheres pela área, a plataforma dispõe, ainda, da divulgação de projetos do público feminino, garantindo que este possa acessar referências relevantes nessa área. Este trabalho utiliza uma metodologia qualitativa de UX Design baseado nos princípios de Garret (2002) com utilização de surveys para coleta de dados com as usuárias e validação das hipóteses propostas. Como resultado, obteve-se um protótipo de alta fidelidade e interativo utilizando Figma.",https://sol.sbc.org.br/index.php/wit/article/view/25033
2023: Anais do XVII Women in Information Technology,Artigos Completos,Women in STEM and Cultural Diversity: an international experience,Elaine H. T. Oliveira (UFAM); Isabela Gasparini (UDESC); Alexandra I. Cristea (University of Durham); Susan E. Black (University of Durham),"‘Spread the message’ was the motto of our meetings. The most important was that the message that girls and women have a place in STEM courses and careers reached as many people as possible. So, with this project, funded by the British Council, we joined forces here in Brazil, with professors from the United Kingdom to, first, understand the differences in reality and, then, act in our communities. The project had seven phases and there was a lot of exchange of ideas, visits, lectures, workshops, interviews and much more. The results and impact are countless. Also with the interaction with the British Council and professors from other approved projects, we created the proposal of the Brazil Gender Equality Framework for Higher Education Institutions.",https://sol.sbc.org.br/index.php/wit/article/view/25034
2023: Anais do XVII Women in Information Technology,Artigos Curtos,Conhecendo mulheres cientistas a partir de jogos,Lara M. Lopes (IFB); Lilian Verino (IFB); Alice P. M. da Silva (IFB); Camila R. Crisostomo (IFB); Aynoã P. Matos (IFB); Maria Fernanda Itacarambi (IFB); Christine R. Lourenço (IFB); Sylvana Karla S. L. Santos (IFB),,https://sol.sbc.org.br/index.php/wit/article/view/25035
2023: Anais do XVII Women in Information Technology,Artigos Curtos,Maratonando! Inspirando e capacitando programadores com diversidade de gênero e variedade de competições,Thais R. de Moura Braga Silva (UFV); Gláucia Braga e Silva (UFV); Maria Amélia Lopes Silva (UFV); Melissa Araújo (UFV),"Este trabalho apresenta o relato de experiência de um projeto voltado à participação cíclica e contínua em dois grupos diferentes de competições: maratonas de programação (MP) e competições de tecnologia e empreendedorismo (CTE). Além da metodologia do projeto, que abrange diferentes recortes sociais, com destaque para gênero e nível de ensino, são apresentados os resultados com a participação em 5 MPs e 3 CTEs, no triênio de 2020 a 2022. Dentre os principais destaques, encontram-se o aumento da participação e da classificação feminina e indicadores importantes quanto à fixação de meninas nos cursos de Tecnologia da Informação (TI) da instituição.",https://sol.sbc.org.br/index.php/wit/article/view/25036
2023: Anais do XVII Women in Information Technology,Artigos Curtos,Compartilhando aprendizados: reflexões e aprendizados sobre a gestão do grupo Katie.,Thalia B. M. Almeida (UFAL); Lilian F. M. Neves (UFAL); Lilian G. P. Santos (UFAL); Ester de Lima Pontes (UFAL); Raquel S. Cabral (UFAL); Eliana S. de Almeida (UFAL),,https://sol.sbc.org.br/index.php/wit/article/view/25037
2023: Anais do XVII Women in Information Technology,Artigos Curtos,Oficina de Robótica com Arduino para Alunas do Ensino Médio da Rede Pública: um Relato de Experiência,Elian Vitor de Oliveira Castro (IFMA); Steffane de Oliveira Castro (IFMA); Simone Azevedo Bandeira de Melo Aquino (IFMA); Thiago Paiva Freire (IFMA),"O objetivo deste artigo é apresentar a oficina de Robótica com Arduino, que visa difundir a robótica para as alunas do ensino médio da Rede Pública de Ensino da cidade de Imperatriz, proporcionando as mesmas, trabalhar com componentes básicos, tais como microcontroladores, motores, circuitos, sensores e algumas peças 3D, bem como desmistificar e aproximá-las das atividades desenvolvidas por profissionais da área de computação. Busca-se também disseminar a importância da participação feminina nas áreas de STEM (Science, Technology, Engineering and Mathematics). Como resultados constatou-se um grande sucesso entre as alunas, sobretudo no quesito motivação com os estudos e para ingressar em cursos superiores da área de exatas.",https://sol.sbc.org.br/index.php/wit/article/view/25038
2023: Anais do XVII Women in Information Technology,Artigos Curtos,Computação para Meninas: Pensamento Computacional com o apoio de interface tangível,Maria Adriana V. Lima (UFU); Ana Barbara C. Conti (UFU); Ana Julia A. F. Silvério (UFU); Ana R. Silvério (UFU); Gabriel C. B. S. Amaral (UFU); Gabriel C. Freitas (UFU); Jhully V. N. Leite (UFU); Laura B. Moreira (UFU),"Este artigo apresenta um projeto de extensão com o propósito de ofertar um minicurso de Pensamento Computacional voltado às meninas do ensino médio de uma escola pública. O objetivo é incentivar a formação de meninas nas carreiras de computação e divulgar os cursos de graduação em Computação oferecidos pela Universidade Federal de Uberlândia. De forma concorrente às atividades desplugadas de Pensamento Computacional, foi proposto o uso da Sphero Mini, uma esfera robótica programável, como interface tangível de experimentação. O projeto teve a participação de 7 graduandos voluntários que atuaram na identificação da viabilidade da proposta, produção de conteúdo e como monitores. Foram ofertadas 20 vagas para alunas do primeiro ano do ensino médio.",https://sol.sbc.org.br/index.php/wit/article/view/25039
2023: Anais do XVII Women in Information Technology,Artigos Curtos,Incluindo Mulheres no Mundo Digital: Relato de Experiência,Josiane M. Pinheiro (UEM); Valeria Delisandra Feltrim (UEM); Gabrielle C. Gazani da Silva (UEM); Tania Fátima Calvi Tait (UEM); Maria Madalena Dias (UEM),"Este artigo descreve a experiência do grupo Conectadas da Universidade Estadual de Maringá em ministrar um curso de informática básica para mulheres adultas por meio do Programa Qualifica Mulher, em parceria com a Secretaria de Políticas Públicas para as Mulheres do Município de Maringá e a Associação Maria do Ingá Direitos da Mulher. As participantes do curso puderam descrever suas experiências e aprendizado com relação ao curso por meio de um formulário e as respostas mostraram que os resultados foram positivos, motivando o grupo a realizar novas edições do curso.",https://sol.sbc.org.br/index.php/wit/article/view/25040
